,0,1,2,3,4,5,6,7,8,9,10,11,23,22
359,G000575,0.0,1775852.8, GWEN GRAHAM,DEM,I,2155104.32,420416.12,1358791.63,793597.0,2163902.47,20701.0,Gwen Graham,House
360,R000588,8000.0,361089.06, CEDRIC L. RICHMOND,DEM,I,1402477.95,1175669.68,400463.41,1001988.28,1404764.61,3335.0,Cedric Richmond,House
361,S001156,0.0,418596.63, LINDA SANCHEZ,DEM,I,1477356.66,1501063.31,323516.54,1153276.24,1480952.91,6055.39,Linda Sánchez,House
362,C001053,0.0,1262352.54, TOM COLE,REP,I,1795228.75,1529341.82,827383.78,967844.97,1808368.65,3000.0,Tom Cole,House
363,R000607,450000.0,310355.98, FRANCIS ROONEY,REP,O,4686387.5,4836704.32,999633.5,0.0,5147060.3,3950.0,Francis Rooney,House
364,S000250,0.0,504139.13, PETE MR. SESSIONS,REP,I,2388971.85,2572845.8,1134116.89,1254854.96,2406308.5,4000.0,Pete Sessions,House
365,B001303,310600.0,124761.88, LISA BLUNT ROCHESTER,DEM,O,1111486.45,1451279.77,739011.19,363892.26,1576041.65,922.78,Lisa Blunt Rochester,House
366,S001196,0.0,542189.21, ELISE M. STEFANIK,REP,I,2808067.85,2631084.99,1355522.9,1447544.95,3150716.49,11618.3,Elise Stefanik,House
367,S001187,0.0,1314600.38, STEVE MR. STIVERS,REP,I,2940498.1,2599706.99,1040139.03,1900359.07,2981164.65,14350.0,Steve Stivers,House
368,Z000017,9133.53,373087.74, LEE M ZELDIN,REP,I,4132893.14,4086326.31,2822475.86,1302267.28,4412494.79,7100.0,Lee Zeldin,House
369,J000126,0.0,86823.05, EDDIE BERNICE JOHNSON,DEM,I,379386.34,375432.46,83735.0,295651.34,383489.59,0.0,Eddie Johnson,House
370,R000435,0.0,66659.58, ILEANA THE HON. ROS-LEHTINEN,REP,I,1512481.72,3436514.81,902192.36,610289.36,1558423.54,3700.0,Ileana Ros-Lehtinen,House
371,I000055,0.0,966597.0, JOHN HARDY ISAKSON,REP,I,8195000.0,9944253.0,5398553.0,2788946.0,8479376.0,140940.0,Johnny Isakson,Senate
372,T000467,0.0,284051.79, GLENN MR THOMPSON,REP,I,1180599.15,1232583.08,712559.68,468039.47,1206124.38,3918.95,Glenn Thompson,House
373,M001182,0.0,156797.36, JOHN MICHAEL 'MICK' MULVANEY,REP,I,1269473.77,1317527.76,584953.75,684520.02,1271154.29,6700.0,Mick Mulvaney,House
374,L000567,118088.06,160241.98, LEONARD LANCE,REP,I,1119222.4,1278475.07,424562.61,694659.79,1120242.4,1200.0,Leonard Lance,House
375,M001160,0.0,40092.09, GWEN S MOORE,DEM,I,1011874.22,992372.26,235199.22,776675.0,1018790.86,1600.0,Gwen Moore,House
376,W000800,0.0,1929496.44, PETER WELCH,DEM,I,1008955.1,779036.54,286227.46,722727.64,1018957.71,37900.0,Peter Welch,House
377,A000369,9000.0,145196.51, MARK EUGENE AMODEI,REP,I,862517.02,920531.45,463982.94,398534.08,870349.56,11009.37,Mark Amodei,House
378,L000581,0.0,261154.73, BRENDA LULENAR LAWRENCE,DEM,I,871180.3,700510.92,353429.21,517751.09,872534.44,18800.0,Brenda Lawrence,House
379,P000449,0.0,380564.0, ROB PORTMAN,REP,I,17784935.0,25277778.0,13598704.0,4134430.0,19849495.0,259338.0,Rob Portman,Senate
380,L000564,0.0,317319.23, DOUGLAS LAMBORN,REP,I,590501.14,340108.97,152901.14,437400.0,590783.39,2600.0,Doug Lamborn,House
381,M001198,135000.0,18359.91, ROGER W MARSHALL,REP,C,1269970.85,1635626.43,709523.3,506899.6,1653986.34,5150.0,Roger Marshall,House
382,H000874,0.0,692678.68, STENY HAMILTON HOYER,DEM,I,3454318.34,3846648.1,972700.13,2481618.21,3736291.14,6490.0,Steny Hoyer,House
383,F000466,129404.79,145769.47, BRIAN FITZPATRICK,REP,O,2173902.32,2033130.72,1345182.2,817554.0,2178900.19,18960.0,Brian Fitzpatrick,House
384,G000553,50000.0,234125.08, ALEXANDER GREEN,DEM,I,592659.17,602159.38,376659.17,216000.0,706231.24,2293.0,Al Green,House
385,I000056,48301.68,329151.63, DARRELL  ISSA,REP,I,2342828.11,6311313.06,1436803.26,870024.85,2890440.52,9010.0,Darrell Issa,House
386,S000051,0.0,1080640.34, MARSHALL C. HON. SANFORD,REP,I,741639.0,165469.81,489189.0,249450.0,741773.11,0.0,Mark Sanford,House
387,H001076,0.0,133450.0, MARGARET WOOD HASSAN,DEM,C,17128737.0,18564772.0,16125563.0,956373.0,18698223.0,122454.0,Margaret Hassan,Senate
388,Y000064,110675.0,65392.0, TODD CHRISTOPHER YOUNG,REP,O,9647139.0,11394679.16,7262247.0,2252143.0,10698358.53,429748.0,Todd Young,Senate
389,M001200,0.0,279010.41, ASTON DONALD MR. MCEACHIN,DEM,C,794894.05,516093.05,418487.58,375906.47,795103.46,2803.03,A. McEachin,House
390,M001196,0.0,1034735.84, SETH MOULTON,DEM,I,2597444.02,1634839.69,1891245.36,705090.0,2632276.6,33246.38,Seth Moulton,House
391,S001183,132918.62,28402.17, DAVID SCHWEIKERT,REP,I,527527.0,806820.62,184977.0,342550.0,797747.29,0.0,David Schweikert,House
392,D000627,4327.08,150779.73, VALDEZ VAL DEMINGS,DEM,C,160841.0,14388.35,140341.0,20500.0,165168.08,2700.0,Val Demings,House
393,B001243,7402.28,2551958.17, MARSHA MRS. BLACKBURN,REP,I,2167998.62,1503428.06,885637.82,1282360.8,2192758.42,5025.0,Marsha Blackburn,House
394,C001087,0.0,258577.0, ERIC ALAN RICK CRAWFORD,REP,I,669411.88,808955.49,261228.63,407500.0,669501.96,0.0,Rick Crawford,House
395,H000324,0.0,123102.13, ALCEE L HASTINGS,DEM,I,804615.66,843089.12,436506.0,364309.66,811734.3,6459.7,Alcee Hastings,House
396,D000626,250000.0,128542.03, WARREN DAVIDSON,REP,I,724239.78,849150.57,515244.45,199534.09,977808.93,0.0,Warren Davidson,House
397,W000819,0.0,225583.17, BRADLEY MARK WALKER,REP,I,890558.74,697129.76,514939.86,374256.88,907920.57,25060.0,Mark Walker,House
398,L000573,0.0,760.79, RAUL R. HON. LABRADOR,REP,I,493233.93,877578.38,274383.93,218850.0,508140.31,2314.18,Raúl Labrador,House
399,C001083,0.0,649505.35, JOHN CARNEY,DEM,I,241110.0,131465.15,51960.0,189150.0,241346.72,0.0,John Carney,House
400,M000702,0.0,0.0, BARBARA MIKULSKI,DEM,,0.0,0.0,0.0,0.0,0.0,0.0,Barbara Mikulski,Senate
401,L000565,0.0,960707.14, DAVID WAYNE LOEBSACK,DEM,I,1609715.95,699336.2,664698.5,935017.45,1626574.06,1250.0,Dave Loebsack,House
402,K000393,0.0,1220342.0, JOHN NEELY KENNEDY,REP,O,6094043.0,5017718.0,5077684.0,1016358.0,6238062.0,75775.0,John Kennedy,Senate
403,R000591,0.0,45450.72, MARTHA ROBY,REP,I,1403653.88,1850535.64,574878.88,828775.0,1404260.12,21833.03,Martha Roby,House
404,N000015,0.0,3017823.04, RICHARD E MR. NEAL,DEM,I,1759807.96,1409575.55,432656.79,1327151.17,1792791.11,0.0,Richard Neal,House
405,C001072,0.0,823347.4, ANDRE CARSON,DEM,I,1080346.84,983464.71,478006.97,593379.23,1121602.41,3676.31,André Carson,House
406,B001300,38000.0,13565.65, NANETTE BARRAGAN,DEM,O,1904759.29,1896569.59,1653580.94,226010.43,1910135.24,12718.02,Nanette Barragán,House
407,S001194,0.0,2247164.0, BRIAN SCHATZ,DEM,I,3774063.0,2549166.0,2217734.0,1556328.0,3842453.0,41956.0,Brian Schatz,Senate
408,R000515,25589.43,793.58, BOBBY LEE RUSH,DEM,I,589280.0,621691.5,121080.0,468200.0,589580.0,3200.0,Bobby Rush,House
409,K000368,0.0,1278.15, ANN KIRKPATRICK,DEM,I,413060.16,509260.52,204959.83,207500.0,422919.49,4653.98,Ann Kirkpatrick,House
410,B001255,0.0,1457571.14, CHARLES W. DR. JR. BOUSTANY,REP,I,1980557.6,891464.18,1085384.98,895172.62,1982517.44,13000.0,Charles Boustany Jr.,House
411,R000487,180799.66,2792414.67, Ed Royce,REP,I,4242202.78,3658681.36,2940800.78,1297894.5,4454818.3,13800.0,Edward Royce,House
412,W000413,0.0,2166703.5, WAYNE EDWARD WHITFIELD,REP,I,454693.0,216258.39,75083.0,379610.0,456366.42,0.0,Edward Whitfield,House
413,B001270,-75.0,245400.89, KAREN BASS,DEM,I,639999.4,679228.98,265505.15,374494.25,648452.4,5250.0,Karen Bass,House
414,M001190,0.0,152333.54, MARKWAYNE MR. MULLIN,REP,I,1491121.62,1620254.08,561821.62,929300.0,1588433.64,5100.0,Markwayne Mullin,House
415,G000564,0.0,0.0, CHRISTOPHER P GIBSON,REP,,0.0,0.0,0.0,0.0,0.0,0.0,Chris Gibson,House
416,H001057,5375.72,83994.73, TIMOTHY A REPRESENTA HUELSKAMP,REP,I,931579.78,1347875.17,754059.35,177520.43,945520.99,22397.0,Tim Huelskamp,House
417,F000450,0.0,2411990.03, VIRGINIA ANN FOXX,REP,I,1566246.15,1205016.4,883389.67,682606.48,1580094.72,0.0,Virginia Foxx,House
418,C001063,0.0,2077784.05, HENRY CUELLAR,DEM,I,1668041.17,929900.1,684250.66,968040.51,1689931.66,3175.0,Henry Cuellar,House
419,J000292,0.0,685082.58, BILL JOHNSON,REP,I,1672307.85,1350957.09,585355.98,1086950.0,1700076.35,4600.0,Bill Johnson,House
420,T000250,0.0,10642932.0, JOHN THUNE,REP,I,4688781.0,4242752.0,2302809.0,2385972.0,5170324.0,34920.0,John Thune,Senate
421,S001195,0.0,529654.29, JASON T SMITH,UNK,I,1662795.92,1312776.97,551291.73,1109895.19,1696238.68,1000.0,Jason Smith,House
422,C001108,0.0,84563.38, JAMES COMER,REP,O,1053372.08,1070732.08,715626.07,328601.11,1155295.46,0.0,James Comer,House
423,P000599,0.0,465791.23, BILL POSEY,REP,I,895233.04,772848.12,484413.04,410820.0,896408.67,7250.0,Bill Posey,House
424,D000617,495000.0,500941.52, SUZAN K DELBENE,DEM,I,1969964.88,1625142.38,1080204.93,888575.95,2027435.85,14480.07,Suzan DelBene,House
425,B000287,0.0,1488152.88, XAVIER BECERRA,DEM,I,1750953.92,1668558.97,613860.45,1137093.47,1867773.33,7059.08,Xavier Becerra,House
426,H001065,290339.6,13478.99, GEORGE E MR. HOLDING,REP,I,2670153.6,2786514.67,1179908.47,1490245.13,2773011.64,14450.0,George Holding,House
427,S001190,105000.0,142656.82, BRADLEY SCOTT SCHNEIDER,DEM,C,5057641.15,5057592.74,4240872.28,801368.87,5197782.27,95678.37,Brad Schneider,House
428,R000583,0.0,70654.39, TOM MR. ROONEY,REP,I,617649.03,918536.35,127826.54,489822.49,625662.49,-1150.0,Tom Rooney,House
429,G000568,0.0,90429.03, H MORGAN GRIFFITH,REP,I,829701.25,902724.0,277847.25,549554.0,836461.12,0.0,Morgan Griffith,House
430,C001113,0.0,220554.0, CATHERINE CORTEZ MASTO,DEM,O,18682619.74,19005870.0,16584262.46,1151754.28,19968577.25,322240.0,Catherine Cortez Masto,Senate
431,E000296,0.0,35755.63, DWIGHT EVANS,DEM,C,1531974.56,1498444.63,1156440.0,375534.56,1534200.26,10826.16,Dwight Evans,House
432,Y000063,0.0,435352.58, KEVIN YODER,REP,I,3194092.67,4081243.76,1495770.6,1698322.07,3255822.98,2937.5,Kevin Yoder,House
433,H001063,0.0,0.0, JANICE HAHN,DEM,,0.0,0.0,0.0,0.0,0.0,0.0,Janice Hahn,House
434,L000263,0.0,226728.48, SANDER M MR LEVIN,DEM,I,1291693.1,1279793.74,252813.1,1038880.0,1306856.98,300.0,Sander Levin,House
435,G000410,200.0,1078649.84, RAYMOND E. 'GENE' GREEN,DEM,I,1803222.68,1908763.16,520639.24,1282583.44,1804288.75,5000.0,Gene Green,House
436,M001180,415000.0,502318.97, DAVID B. MR. MCKINLEY,REP,I,1147964.04,1068057.71,354097.03,793267.01,1147964.04,700.0,David McKinley,House
437,P000602,0.0,1104235.38, MICHAEL RICHARD POMPEO,REP,I,1450562.75,1461220.83,543765.0,906797.75,1464958.57,3500.0,Mike Pompeo,House
438,K000380,0.0,514044.76, DANIEL T. KILDEE,DEM,I,1090756.31,694164.67,455193.77,635512.54,1090756.31,3100.0,Dan Kildee,House
439,M001184,0.0,244597.91, THOMAS H. MASSIE,REP,I,417170.34,430426.25,306782.34,110388.0,472749.9,6214.88,Thomas Massie,House
440,M001143,0.0,124671.95, BETTY MCCOLLUM,DFL,I,916066.46,966856.3,414959.22,501107.24,920365.29,508.34,Betty McCollum,House
441,G000580,58807.28,14008.87, THOMAS ALEXANDER MR. JR. GARRETT,REP,O,636152.75,656562.23,352703.66,278449.09,670296.1,1950.0,Thomas Garrett,House
442,N000181,0.0,3177900.27, DEVIN G NUNES,REP,I,2304072.84,1372432.87,677858.44,1623714.4,2463359.88,3825.0,Devin Nunes,House
443,G000571,0.0,2047500.05, TULSI GABBARD,DEM,I,2211883.14,1295662.48,1734809.33,477073.81,2262362.51,28107.48,Tulsi Gabbard,House
444,R000595,776958.0,182457.0, MARCO RUBIO,REP,I,15889452.0,16428961.0,13605413.0,2237239.0,16611419.0,116680.0,Marco Rubio,Senate
445,C001059,0.0,616676.14, JIM MR. COSTA,DEM,I,1749008.06,1760735.77,837375.0,911633.06,1759404.4,6400.0,Jim Costa,House
446,L000397,0.0,1275112.09, ZOE LOFGREN,DEM,I,1349435.31,1157330.99,868510.31,480925.0,1381139.75,3808.33,Zoe Lofgren,House
447,B001296,0.0,461467.13, BRENDAN F BOYLE,DEM,I,1083449.12,1042401.16,364018.79,715499.88,1088645.41,1320.0,Brendan Boyle,House
448,D000612,4847.04,326702.36, JEFF DENHAM,REP,I,3128999.68,4183054.63,1075103.32,2053896.36,3345326.67,6900.0,Jeffrey Denham,House
449,B001292,0.0,727818.2, DONALD STERNOFF JR. BEYER,DEM,I,2103273.0,1482102.98,1217784.68,879886.67,2123667.57,7503.04,Donald Beyer,House
450,M001195,0.0,430723.72, ALEXANDER XAVIER MOONEY,REP,I,1310628.32,1327374.34,789315.69,519413.63,1754211.91,1200.0,Alex Mooney,House
451,B001294,114119.0,47566.78, RODNEY BLUM,REP,I,1884775.13,2403972.06,1205117.25,679422.28,2406981.12,8375.0,Rod Blum,House
452,M001185,903.66,1743545.58, SEAN PATRICK MALONEY,DEM,I,3558609.57,1974901.69,2417334.68,1134498.31,3612704.66,16608.67,Sean Maloney,House
453,S000320,0.0,9991637.0, RICHARD C SHELBY,REP,I,3260291.0,11531433.0,1663941.0,1596350.0,3467640.0,8300.0,Richard Shelby,Senate
454,L000287,0.0,218184.61, JOHN R. LEWIS,DEM,I,1091422.31,1058522.33,471872.31,619550.0,1092287.29,6043.0,John Lewis,House
455,T000463,0.0,293254.8, MICHAEL R TURNER,REP,I,1051666.27,1189263.66,526297.41,525290.0,1068879.5,3850.0,Michael Turner,House
456,R000585,0.0,133455.65, THOMAS W II REED,REP,I,3104589.47,3072933.93,1240383.24,1847081.23,3120505.54,7595.0,Tom Reed,House
457,K000387,0.0,37192.44, Steve Knight,REP,I,1692485.46,1679628.36,659741.8,1032743.66,1712195.09,3949.0,Steve Knight,House
458,L000585,0.0,321458.87, DARIN MCKAY LAHOOD,REP,I,2495723.57,2228898.33,1418497.33,1074226.24,2550357.2,10540.0,Darin LaHood,House
459,B001257,0.0,91395.64, GUS M BILIRAKIS,REP,I,1403358.29,1751756.14,620183.29,783175.0,1414045.95,2195.07,Gus Bilirakis,House
460,L000575,0.0,564738.0, JAMES PAUL LANKFORD,REP,I,2935845.0,2800373.0,1816699.0,1119146.0,3041818.0,21725.0,James Lankford,Senate
461,G000578,75000.0,58941.03, MATT GAETZ,REP,O,1055449.89,1113704.51,707610.23,230250.0,1172645.54,1400.0,Matt Gaetz,House
462,J000174,0.0,424021.3, SAM MR. JOHNSON,REP,I,1099135.04,1181909.94,283058.81,816076.23,1100214.21,1000.0,Sam Johnson,House
463,S001189,0.0,415305.23, JAMES AUSTIN SCOTT,REP,I,993498.61,1043968.0,318806.35,674442.26,996674.31,0.0,Austin Scott,House
464,H001064,300000.0,758757.09, DENNIS HECK,DEM,I,1575697.23,1032556.97,776947.23,798750.0,1578753.62,6550.0,Denny Heck,House
465,S000480,0.0,147459.85, LOUISE M SLAUGHTER,DEM,I,1414555.25,1614652.78,702647.89,709207.36,1421769.16,5222.66,Louise Slaughter,House
466,T000460,8827.23,1517378.44, MIKE MR. THOMPSON,DEM,I,2023474.33,2005645.06,752417.33,1270995.03,2046841.82,4051.0,Mike Thompson,House
467,M001197,327833.26,342243.75, MARTHA E. MS. MCSALLY,REP,I,7417070.39,8004418.35,5975189.77,1436880.62,7878156.18,122321.4,Martha McSally,House
468,N000185,0.0,29968.11, RICHARD B NUGENT,REP,I,51930.15,87951.71,6705.15,45225.0,52883.53,5500.0,Richard Nugent,House
469,U000031,0.0,493231.99, FREDERICK STEPHEN UPTON,REP,I,2819607.0,2546883.56,840703.0,1978904.0,2985193.3,3350.0,Fred Upton,House
470,H000636,0.0,242148.74, RUBEN E. HINOJOSA,DEM,I,152100.2,117614.6,100100.2,52000.0,153082.29,5000.0,Rubén Hinojosa,House
471,T000470,0.0,104148.09, SCOTT R. TIPTON,REP,I,1916831.03,2042118.59,976859.7,931571.33,1970816.16,12900.0,Scott Tipton,House
472,R000602,0.0,486128.36, KATHLEEN RICE,DEM,I,1989026.41,1662475.22,1390449.16,598540.31,2119648.91,12731.89,Kathleen Rice,House
473,T000473,0.0,662309.31, KYLE MARK TAKAI,DEM,I,1019148.77,432080.96,491534.29,527614.48,1036854.48,11850.0,Mark Takai,House
474,S001154,0.0,225322.62, WILLIAM MR. SHUSTER,REP,I,4090453.61,4293980.17,1589874.06,2500329.55,4104005.17,16100.0,Bill Shuster,House
475,C000984,0.0,954952.82, ELIJAH E CUMMINGS,DEM,I,1068950.15,1027256.01,447950.15,619500.0,1091551.88,13600.0,Elijah Cummings,House
476,G000377,7867.93,444451.82, KAY GRANGER,REP,I,1415199.9,1088164.59,767290.0,647904.9,1416152.97,1535.0,Kay Granger,House
477,J000296,0.0,5923.99, DAVID W. JOLLY,REP,I,1957565.47,2230282.46,1337333.72,620231.75,1989867.96,27575.0,David Jolly,House
478,H001073,226890.84,30146.42, WILLIAM HURD,REP,I,3909731.75,4232951.96,2142216.78,1767514.97,4184833.18,44408.13,Will Hurd,House
479,C001049,0.0,238779.14, WILLIAM LACY JR CLAY,DEM,I,656036.84,738018.68,67276.34,586760.5,660079.99,0.0,William Clay,House
480,B001287,297800.0,132910.95, AMERISH BERA,DEM,I,4110499.78,4192531.21,2680204.38,1406340.82,4172935.83,66307.39,Ami Bera,House
481,K000363,0.0,563098.05, JOHN PAUL JR KLINE,REP,I,631374.09,192023.04,348124.09,283250.0,639339.94,0.0,John Kline,House
482,P000197,0.0,1820817.85, NANCY PELOSI,DEM,I,4136279.65,3577235.57,2953425.38,1182854.27,4416893.49,95334.43,Nancy Pelosi,House
483,L000569,1050000.0,1858861.33, W BLAINE LUETKEMEYER,REP,I,1880933.63,1012689.21,539281.27,1341652.36,1905574.11,13914.0,Blaine Luetkemeyer,House
484,L000579,2438.64,499809.82, ALAN LOWENTHAL,DEM,I,721828.83,590221.68,285225.61,436603.22,730648.41,0.0,Alan Lowenthal,House
485,W000187,142356.39,181525.65, MAXINE MS WATERS,DEM,I,657178.76,1050764.92,147428.76,509750.0,954948.76,1125.0,Maxine Waters,House
486,S001184,0.0,3879745.0, TIMOTHY E SCOTT,REP,I,6055486.0,4795257.0,3205443.8,2850039.0,6194855.0,58152.0,Tim Scott,Senate
487,W000798,0.0,151211.11, TIMOTHY L HON. WALBERG,REP,I,2247131.19,2575216.79,1105532.19,1135614.0,2406972.54,2900.0,Tim Walberg,House
488,S001192,0.0,93451.75, CHRIS STEWART,REP,I,918889.94,958040.77,379269.97,539619.97,920060.29,8300.0,Chris Stewart,House
489,S001157,41570.0,357111.1, DAVID ALBERT SCOTT,DEM,I,1230568.16,938788.3,179211.8,1051356.36,1243041.31,10500.0,David Scott,House
490,C001036,0.0,0.0, LOIS G CAPPS,DEM,,0.0,0.0,0.0,0.0,0.0,0.0,Lois Capps,House
491,C001062,0.0,1366243.1, MICHAEL HONORABLE CONAWAY,REP,I,1932799.16,1630310.55,721555.39,1211243.77,1939446.23,7500.0,K. Conaway,House
492,B001260,0.0,1467267.66, VERNON BUCHANAN,REP,I,1631469.56,918163.59,901459.46,730010.1,1660718.68,24400.0,Vern Buchanan,House
493,C001093,0.0,196277.86, DOUGLAS ALLEN COLLINS,REP,I,1232068.89,1333814.0,510833.44,721235.45,1239467.39,6800.0,Doug Collins,House
494,D000621,751.25,1710114.06, RONALD D. DESANTIS,REP,I,4819202.57,3928266.85,4303692.19,513010.38,4928629.93,199286.33,Ron DeSantis,House
495,R000587,0.0,756451.06, REID J. REP. RIBBLE,REP,I,547329.0,626591.05,182129.0,365200.0,579556.26,0.0,Reid Ribble,House
496,E000298,0.0,0.0, Ron Estes,UNK,,0.0,0.0,0.0,0.0,0.0,0.0,Ron Estes,House
497,R000603,0.0,668129.3, DAVID CHESTON MR. ROUZER,REP,I,1306384.74,742685.16,560299.22,745365.52,1346086.13,6546.68,David Rouzer,House
498,F000454,1131454.72,2287780.33, G. WILLIAM (BILL) FOSTER,DEM,I,2971761.21,1761939.94,2210647.19,761100.0,2981949.73,3525.0,Bill Foster,House
499,E000288,0.0,489709.33, KEITH MAURICE ELLISON,DEM,I,2746331.82,2472467.93,2398981.82,347350.0,2799429.48,8717.57,Keith Ellison,House
500,J000288,6211.2,70015.44, HENRY C 'HANK' JOHNSON,DEM,I,503795.39,450610.66,62265.39,441530.0,505298.56,1099.16,Hank Johnson,House
501,M001191,0.0,2491344.0, PATRICK E MURPHY,DEM,I,2686177.0,746306.0,1924011.0,761200.0,2700992.0,1250.0,Patrick Murphy,House
502,R000593,0.0,36825.69, DENNIS ALAN ROSS,REP,I,1198610.03,1199262.94,267502.04,931107.99,1220745.57,0.0,Dennis Ross,House
503,R000606,0.0,351791.83, JAMIE RASKIN,DEM,O,2552264.52,2203493.34,2251666.27,297898.25,2555285.17,8298.39,Jamie Raskin,House
504,P000373,0.0,119127.44, JOSEPH R. PITTS,REP,I,404304.61,421642.32,22804.61,381500.0,404820.18,2500.0,Joe Pitts,House
505,S001145,0.0,349637.31, JANICE D SCHAKOWSKY,DEM,I,1363187.15,1307371.56,983587.15,379100.0,1376477.89,8935.08,Jan Schakowsky,House
506,L000576,0.0,389553.25, BILLY MR. LONG,REP,I,1447100.39,1640591.29,512988.71,934111.68,1468339.43,7400.1,Billy Long,House
507,L000557,11992.27,440871.71, JOHN B LARSON,DEM,I,1618871.72,1615369.72,488100.56,1130771.16,1632169.7,7300.0,John Larson,House
508,H001060,0.0,292578.34, ROBERT HURT,REP,I,464022.2,380535.26,138272.2,325750.0,464098.07,0.0,Robert Hurt,House
509,B001286,0.0,1536105.67, CHERI BUSTOS,DEM,I,3514223.54,2183498.35,2118710.96,1386430.35,3584496.39,16698.7,Cheri Bustos,House
510,B001278,100000.0,266027.53, SUZANNE MS. BONAMICI,DEM,I,974569.55,941672.71,457661.02,516908.53,975327.46,5386.89,Suzanne Bonamici,House
511,O000171,72634.9,17291.88, TOM O'HALLERAN,DEM,O,1604477.72,1588705.07,1075474.05,509650.0,1605996.95,7808.66,Tom O'Halleran,House
512,N000147,0.0,139312.92, ELEANOR HOLMES NORTON,DEM,I,384880.0,466613.21,141880.0,243000.0,385250.0,0.0,Eleanor Norton,House
513,R000578,0.0,334851.74, DAVE REICHERT,REP,I,1658867.43,1725301.06,658837.93,1000029.5,1663101.86,3000.0,Dave Reichert,House
514,K000379,0.0,2751578.37, JOSEPH P III KENNEDY,DEM,I,2936031.49,1797668.25,2017597.57,918433.92,3149238.04,16605.12,Joseph Kennedy III,House
515,Y000065,0.0,129794.86, THEODORE SCOTT YOHO,REP,I,826189.87,794643.44,635570.07,190369.8,833701.83,14719.7,Ted Yoho,House
516,L000566,0.0,788604.36, ROBERT EDWARD MR LATTA,REP,I,1055548.3,760311.1,423626.1,631672.2,1056036.48,2209.84,Robert Latta,House
517,F000461,9900.0,255336.37, BILL FLORES,REP,I,1701735.27,1740364.13,592304.83,1109430.44,1735450.88,24074.0,Bill Flores,House
518,L000491,0.0,400287.05, FRANK D. LUCAS,REP,I,1185418.77,1091333.37,305826.55,879592.22,1204602.87,7500.0,Frank Lucas,House
